ticker,file_name,event_trading_day,total_tokens,neg_count,pos_count,neg_rate,pos_rate,neg_rate_pres,pos_rate_pres,neg_rate_qa,pos_rate_qa
MSFT,2020_Q4_msft_processed.txt,2021-02-01,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2021_Q1_msft_processed.txt,2021-04-30,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2021_Q2_msft_processed.txt,2021-08-02,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2021_Q3_msft_processed.txt,2021-11-01,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2021_Q4_msft_processed.txt,2022-01-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2022_Q1_msft_processed.txt,2022-05-02,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2022_Q2_msft_processed.txt,2022-08-01,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2022_Q3_msft_processed.txt,2022-10-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2022_Q4_msft_processed.txt,2023-01-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2023_Q1_msft_processed.txt,2023-05-01,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2023_Q2_msft_processed.txt,2023-07-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2023_Q3_msft_processed.txt,2023-10-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2023_Q4_msft_processed.txt,2024-01-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2024_Q1_msft_processed.txt,2024-04-30,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2024_Q2_msft_processed.txt,2024-07-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2024_Q3_msft_processed.txt,2024-10-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,2024_Q4_msft_processed.txt,2025-01-31,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MU,2016-Mar-30-MU.txt,2016-03-31,8846,93,105,0.0105132263169794,0.0118697716482025,0.0060422960725075,0.0224428139835994,0.0120998621534691,0.0081176290396691
MU,2016-Jun-30-MU.txt,2016-07-01,8529,72,122,0.0084417868448821,0.0143041388204947,0.0046335299073294,0.0261162594776748,0.0099106417546709,0.0097481722177091
MU,2016-Oct-04-MU.txt,2016-10-05,8689,88,101,0.0101277477270111,0.0116238922775923,0.0065059318790662,0.0199004975124378,0.0116853192890059,0.0080645161290322
MU,2016-Dec-21-MU.txt,2016-12-22,9062,91,140,0.0100419333480467,0.0154491282277642,0.0,0.0181818181818181,0.0101032530254246,0.0154324414344398
MU,2017-Mar-23-MU.txt,2017-03-24,8042,63,121,0.0078338721711017,0.015046008455608,0.0032085561497326,0.0262032085561497,0.0092352559948152,0.0116655865197666
MU,2017-Jun-29-MU.txt,2017-06-30,8541,50,126,0.0058541154431565,0.0147523709167544,0.002020202020202,0.0311111111111111,0.0074183976261127,0.0080778107484338
MU,2017-Sep-26-MU.txt,2017-09-27,8132,60,136,0.0073782587309394,0.0167240531234628,0.0037517053206002,0.0296725784447476,0.0094230769230769,0.0094230769230769
MU,2017-Dec-19-MU.txt,2017-12-20,8354,51,128,0.0061048599473306,0.0153220014364376,0.001993620414673,0.0279106858054226,0.0078686281217926,0.009921313718782
MU,2018-Mar-22-MU.txt,2018-03-23,7380,53,125,0.0071815718157181,0.0169376693766937,0.0036913990402362,0.0243632336655592,0.0092057375294369,0.0126311282380646
MU,2018-Sep-20-MU.txt,2018-09-21,8810,61,145,0.0069239500567536,0.0164585698070374,0.0055865921787709,0.0223463687150838,0.0077648363838047,0.0127565169162506
MU,2018-Dec-18-MU.txt,2018-12-19,8277,79,148,0.0095445209617011,0.0178808747130602,0.0118232731798382,0.0267579340385812,0.0080979656330239,0.0122457041279873
MU,2019-Mar-20-MU.txt,2019-03-21,8419,91,119,0.0108088846656372,0.0141346953319871,0.0118176702307259,0.020258863252673,0.0100719424460431,0.0096608427543679
MU,2019-Jun-25-MU.txt,2019-06-26,8844,101,144,0.011420171867933,0.0162822252374491,0.0113568439928272,0.0274955170352659,0.0114587122590032,0.0094579847217169
MU,2019-Sep-26-MU.txt,2019-09-27,8602,95,133,0.0110439432690072,0.01546152057661,0.0093966369930761,0.0237388724035608,0.0125054848617814,0.0081175954365949
MU,2019-Dec-18-MU.txt,2019-12-19,8854,76,155,0.0085836909871244,0.0175062118816354,0.0081118881118881,0.0234965034965034,0.0089032013638946,0.0134495169539685
MU,2020-Mar-25-MU.txt,2020-03-26,8958,97,128,0.0108283098906005,0.0142889037731636,0.0122653316645807,0.0215269086357947,0.0096715696151521,0.0084626234132581
MU,2020-Jun-29-MU.txt,2020-06-30,9065,81,156,0.0089354660783232,0.0172090457804743,0.0073464590067587,0.02527181898325,0.0098904980572235,0.0123631225715294
NVDA,2007_Q1_nvda_processed.txt,2007-04-30,10103,26,70,0.0025734930218746,0.0069286350588933,0.0025734930218746,0.0069286350588933,0.0,0.0
NVDA,2016-Feb-17-NVDA.txt,2016-02-18,10883,109,201,0.0100156206928236,0.0184691721032803,0.0063492063492063,0.0171428571428571,0.01063601203266,0.0186935969058874
NVDA,2016-May-12-NVDA.txt,2016-05-13,8782,65,102,0.0074015030744705,0.0116146663630152,0.003012048192771,0.0203313253012048,0.0081835256238261,0.0100617118325731
NVDA,2016-Aug-11-NVDA.txt,2016-08-12,11443,108,159,0.0094380844184217,0.0138949576160097,0.0,0.0227272727272727,0.0094745153083603,0.0138608649881568
