ticker,file_name,file_path,year,quarter,call_datetime_gmt,call_datetime_et,call_time_et,after_market_close,event_trading_day,exchange,market_index,date_source
ACN,2020_Q2_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2020_Q2_acn_processed.txt,2020,Q2,,,,False,2020-07-31,NYSE,^GSPC,approx
ACN,2020_Q3_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2020_Q3_acn_processed.txt,2020,Q3,,,,False,2020-11-02,NYSE,^GSPC,approx
ACN,2020_Q4_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2020_Q4_acn_processed.txt,2020,Q4,,,,False,2021-02-01,NYSE,^GSPC,approx
ACN,2021_Q1_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2021_Q1_acn_processed.txt,2021,Q1,,,,False,2021-04-30,NYSE,^GSPC,approx
ACN,2021_Q2_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2021_Q2_acn_processed.txt,2021,Q2,,,,False,2021-08-02,NYSE,^GSPC,approx
ACN,2021_Q3_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2021_Q3_acn_processed.txt,2021,Q3,,,,False,2021-11-01,NYSE,^GSPC,approx
ACN,2021_Q4_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2021_Q4_acn_processed.txt,2021,Q4,,,,False,2022-01-31,NYSE,^GSPC,approx
ACN,2022_Q1_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2022_Q1_acn_processed.txt,2022,Q1,,,,False,2022-05-02,NYSE,^GSPC,approx
ACN,2022_Q2_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2022_Q2_acn_processed.txt,2022,Q2,,,,False,2022-08-01,NYSE,^GSPC,approx
ACN,2022_Q3_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2022_Q3_acn_processed.txt,2022,Q3,,,,False,2022-10-31,NYSE,^GSPC,approx
ACN,2022_Q4_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2022_Q4_acn_processed.txt,2022,Q4,,,,False,2023-01-31,NYSE,^GSPC,approx
ACN,2023_Q1_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2023_Q1_acn_processed.txt,2023,Q1,,,,False,2023-05-01,NYSE,^GSPC,approx
ACN,2023_Q2_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2023_Q2_acn_processed.txt,2023,Q2,,,,False,2023-07-31,NYSE,^GSPC,approx
ACN,2023_Q3_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2023_Q3_acn_processed.txt,2023,Q3,,,,False,2023-10-31,NYSE,^GSPC,approx
ACN,2023_Q4_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2023_Q4_acn_processed.txt,2023,Q4,,,,False,2024-01-31,NYSE,^GSPC,approx
ACN,2024_Q1_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2024_Q1_acn_processed.txt,2024,Q1,,,,False,2024-04-30,NYSE,^GSPC,approx
ACN,2024_Q2_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2024_Q2_acn_processed.txt,2024,Q2,,,,False,2024-07-31,NYSE,^GSPC,approx
ACN,2024_Q3_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2024_Q3_acn_processed.txt,2024,Q3,,,,False,2024-10-31,NYSE,^GSPC,approx
ACN,2024_Q4_acn_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Accenture/2024_Q4_acn_processed.txt,2024,Q4,,,,False,2025-01-31,NYSE,^GSPC,approx
ADBE,2018_Q1_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2018_Q1_adbe_processed.txt,2018,Q1,,,,False,2018-04-30,NASDAQ,^IXIC,approx
ADBE,2018_Q2_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2018_Q2_adbe_processed.txt,2018,Q2,,,,False,2018-07-31,NASDAQ,^IXIC,approx
ADBE,2018_Q3_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2018_Q3_adbe_processed.txt,2018,Q3,,,,False,2018-10-31,NASDAQ,^IXIC,approx
ADBE,2018_Q4_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2018_Q4_adbe_processed.txt,2018,Q4,,,,False,2019-01-31,NASDAQ,^IXIC,approx
ADBE,2019_Q1_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2019_Q1_adbe_processed.txt,2019,Q1,,,,False,2019-04-30,NASDAQ,^IXIC,approx
ADBE,2019_Q2_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2019_Q2_adbe_processed.txt,2019,Q2,,,,False,2019-07-31,NASDAQ,^IXIC,approx
ADBE,2019_Q3_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2019_Q3_adbe_processed.txt,2019,Q3,,,,False,2019-10-31,NASDAQ,^IXIC,approx
ADBE,2019_Q4_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2019_Q4_adbe_processed.txt,2019,Q4,,,,False,2020-01-31,NASDAQ,^IXIC,approx
ADBE,2020_Q1_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2020_Q1_adbe_processed.txt,2020,Q1,,,,False,2020-04-30,NASDAQ,^IXIC,approx
ADBE,2020_Q2_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2020_Q2_adbe_processed.txt,2020,Q2,,,,False,2020-07-31,NASDAQ,^IXIC,approx
ADBE,2020_Q3_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2020_Q3_adbe_processed.txt,2020,Q3,,,,False,2020-11-02,NASDAQ,^IXIC,approx
ADBE,2020_Q4_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2020_Q4_adbe_processed.txt,2020,Q4,,,,False,2021-02-01,NASDAQ,^IXIC,approx
ADBE,2021_Q1_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2021_Q1_adbe_processed.txt,2021,Q1,,,,False,2021-04-30,NASDAQ,^IXIC,approx
ADBE,2021_Q2_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2021_Q2_adbe_processed.txt,2021,Q2,,,,False,2021-08-02,NASDAQ,^IXIC,approx
ADBE,2021_Q3_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2021_Q3_adbe_processed.txt,2021,Q3,,,,False,2021-11-01,NASDAQ,^IXIC,approx
ADBE,2021_Q4_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2021_Q4_adbe_processed.txt,2021,Q4,,,,False,2022-01-31,NASDAQ,^IXIC,approx
ADBE,2022_Q1_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2022_Q1_adbe_processed.txt,2022,Q1,,,,False,2022-05-02,NASDAQ,^IXIC,approx
ADBE,2022_Q2_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2022_Q2_adbe_processed.txt,2022,Q2,,,,False,2022-08-01,NASDAQ,^IXIC,approx
ADBE,2022_Q3_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2022_Q3_adbe_processed.txt,2022,Q3,,,,False,2022-10-31,NASDAQ,^IXIC,approx
ADBE,2022_Q4_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2022_Q4_adbe_processed.txt,2022,Q4,,,,False,2023-01-31,NASDAQ,^IXIC,approx
ADBE,2023_Q1_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2023_Q1_adbe_processed.txt,2023,Q1,,,,False,2023-05-01,NASDAQ,^IXIC,approx
ADBE,2023_Q2_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2023_Q2_adbe_processed.txt,2023,Q2,,,,False,2023-07-31,NASDAQ,^IXIC,approx
ADBE,2023_Q3_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2023_Q3_adbe_processed.txt,2023,Q3,,,,False,2023-10-31,NASDAQ,^IXIC,approx
ADBE,2023_Q4_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2023_Q4_adbe_processed.txt,2023,Q4,,,,False,2024-01-31,NASDAQ,^IXIC,approx
ADBE,2024_Q1_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2024_Q1_adbe_processed.txt,2024,Q1,,,,False,2024-04-30,NASDAQ,^IXIC,approx
ADBE,2024_Q2_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2024_Q2_adbe_processed.txt,2024,Q2,,,,False,2024-07-31,NASDAQ,^IXIC,approx
ADBE,2024_Q3_adbe_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/Adobe/2024_Q3_adbe_processed.txt,2024,Q3,,,,False,2024-10-31,NASDAQ,^IXIC,approx
AMD,2016-Jan-19-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2016-Jan-19-AMD.txt,2016,Q1,2016-01-19 22:00:00,2016-01-19 17:00:00,17:00,True,2016-01-20,NASDAQ,^IXIC,original
AMD,2016-Apr-21-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2016-Apr-21-AMD.txt,2016,Q2,2016-04-21 21:00:00,2016-04-21 17:00:00,17:00,True,2016-04-22,NASDAQ,^IXIC,original
AMD,2016-Jul-21-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2016-Jul-21-AMD.txt,2016,Q3,2016-07-21 21:00:00,2016-07-21 17:00:00,17:00,True,2016-07-22,NASDAQ,^IXIC,original
AMD,2016-Oct-20-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2016-Oct-20-AMD.txt,2016,Q4,2016-10-20 21:00:00,2016-10-20 17:00:00,17:00,True,2016-10-21,NASDAQ,^IXIC,original
AMD,2017-Jan-31-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2017-Jan-31-AMD.txt,2017,Q1,2017-01-31 22:00:00,2017-01-31 17:00:00,17:00,True,2017-02-01,NASDAQ,^IXIC,original
AMD,2017-May-01-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2017-May-01-AMD.txt,2017,Q2,2017-05-01 21:00:00,2017-05-01 17:00:00,17:00,True,2017-05-02,NASDAQ,^IXIC,original
AMD,2017-Jul-25-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2017-Jul-25-AMD.txt,2017,Q3,2017-07-25 21:00:00,2017-07-25 17:00:00,17:00,True,2017-07-26,NASDAQ,^IXIC,original
AMD,2017-Oct-24-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2017-Oct-24-AMD.txt,2017,Q4,2017-10-24 21:00:00,2017-10-24 17:00:00,17:00,True,2017-10-25,NASDAQ,^IXIC,original
AMD,2017_Q4_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2017_Q4_amd_processed.txt,2017,Q4,,,,False,2018-01-31,NASDAQ,^IXIC,approx
AMD,2018-Apr-25-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2018-Apr-25-AMD.txt,2018,Q2,2018-04-25 21:30:00,2018-04-25 17:30:00,17:30,True,2018-04-26,NASDAQ,^IXIC,original
AMD,2018_Q1_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2018_Q1_amd_processed.txt,2018,Q1,,,,False,2018-04-30,NASDAQ,^IXIC,approx
AMD,2018-Jul-25-AMD.txt,/Users/javierdominguezsegura/Academics/College/Courses/NLP/NASDAQ-NLP/dataset/Transcripts/AMD/2018-Jul-25-AMD.txt,2018,Q3,2018-07-25 21:30:00,2018-07-25 17:30:00,17:30,True,2018-07-26,NASDAQ,^IXIC,original
AMD,2018_Q2_amd_processed.txt,/Users/javierdominguezsegura/Downloads/archive (1)/cleaned_ECTs_dataset/AMD/2018_Q2_amd_processed.txt,2018,Q2,,,,False,2018-07-31,NASDAQ,^IXIC,approx
